agegroup,infection,par_id,cumul_mean_incid,sum_abs_diff,sum_rel_diff
9,3,5669,1607090,291691,0.1815
10,1,5669,0,0,NA
10,2,5669,440,33,0.0747
10,3,5669,911983,167475,0.1836
11,1,5669,0,0,NA
11,2,5669,539,73,0.135
11,3,5669,606112,111947,0.1847
1,1,6090,458048,292898,0.6394
1,2,6090,60482,60453,0.9995
1,3,6090,1391,1328,0.9547
2,1,6090,184449,196213,1.0638
2,2,6090,115256,104130,0.9035
2,3,6090,6204,5877,0.9473
3,1,6090,72434,79968,1.104
3,2,6090,120836,117499,0.9724
3,3,6090,10676,10217,0.9569
4,1,6090,27903,32893,1.1788
4,2,6090,147952,136213,0.9207
4,3,6090,34488,34253,0.9932
5,1,6090,8788,10637,1.2104
5,2,6090,166310,178260,1.0719
5,3,6090,79608,86353,1.0847
6,1,6090,1368,1743,1.2747
6,2,6090,92502,107183,1.1587
6,3,6090,96070,108409,1.1284
7,1,6090,196,268,1.3672
7,2,6090,47925,58231,1.215
7,3,6090,99506,114832,1.154
8,1,6090,33,51,1.5443
8,2,6090,46613,57311,1.2295
8,3,6090,1130168,1331065,1.1778
9,1,6090,0,1,2
9,2,6090,4460,5510,1.2355
9,3,6090,1070056,1280756,1.1969
10,1,6090,0,0,NA
10,2,6090,659,757,1.149
10,3,6090,680227,820664,1.2065
11,1,6090,0,0,NA
11,2,6090,355,388,1.095
11,3,6090,508515,615277,1.2099
1,1,6329,485010,203785,0.4202
1,2,6329,141362,55107,0.3898
1,3,6329,18944,7914,0.4178
2,1,6329,142862,95163,0.6661
2,2,6329,177915,87631,0.4925
2,3,6329,60777,25121,0.4133
3,1,6329,52405,35072,0.6693
3,2,6329,158616,85871,0.5414
3,3,6329,92261,39408,0.4271
4,1,6329,17083,11901,0.6966
4,2,6329,130630,76040,0.5821
4,3,6329,189795,84016,0.4427
5,1,6329,4694,3357,0.7151
5,2,6329,122267,72932,0.5965
5,3,6329,395911,177237,0.4477
6,1,6329,593,436,0.7348
6,2,6329,54585,32809,0.6011
6,3,6329,419287,189290,0.4515
7,1,6329,64,49,0.7585
7,2,6329,23161,13868,0.5988
7,3,6329,401537,182303,0.454
8,1,6329,7,5,0.8097
8,2,6329,15705,9543,0.6076
8,3,6329,3941637,1803827,0.4576
9,1,6329,0,0,NA
9,2,6329,1194,602,0.5046
9,3,6329,4431281,2064016,0.4658
10,1,6329,0,0,NA
10,2,6329,155,78,0.5055
10,3,6329,2715361,1272883,0.4688
11,1,6329,0,0,NA
11,2,6329,119,59,0.4975
11,3,6329,1935285,910114,0.4703
1,1,6330,507265,49027,0.0966
1,2,6330,94991,9476,0.0998
1,3,6330,3996,499,0.1249
2,1,6330,169299,19449,0.1149
2,2,6330,151369,13929,0.092
2,3,6330,15443,1809,0.1171
3,1,6330,63918,6855,0.1073
3,2,6330,142477,13938,0.0978
3,3,6330,23699,2749,0.116
4,1,6330,22046,2468,0.1119
4,2,6330,148488,15332,0.1033
4,3,6330,65882,7513,0.114
5,1,6330,6368,726,0.1141
5,2,6330,144573,16202,0.1121
5,3,6330,127874,16103,0.1259
6,1,6330,857,100,0.1172
6,2,6330,70344,8701,0.1237
6,3,6330,136909,17932,0.131
7,1,6330,99,12,0.1207
7,2,6330,32923,4475,0.1359
7,3,6330,129483,17381,0.1342
8,1,6330,11,1,0.1255
8,2,6330,29318,4179,0.1425
8,3,6330,1360395,185581,0.1364
9,1,6330,0,0,NA
9,2,6330,2743,344,0.1253
9,3,6330,1212055,170237,0.1405
10,1,6330,0,0,NA
10,2,6330,576,42,0.0737
10,3,6330,726421,103091,0.1419
11,1,6330,0,0,NA
11,2,6330,498,75,0.1511
11,3,6330,511572,72922,0.1425
1,1,6344,519743,73792,0.142
1,2,6344,143133,17860,0.1248
1,3,6344,17804,2690,0.1511
2,1,6344,141773,27079,0.191
2,2,6344,177961,26507,0.1489
2,3,6344,55147,7600,0.1378
3,1,6344,50226,9126,0.1817
3,2,6344,155894,24280,0.1557
3,3,6344,78168,11166,0.1428
4,1,6344,16006,3101,0.1937
4,2,6344,129605,22071,0.1703
4,3,6344,167111,22317,0.1335
5,1,6344,4316,855,0.1982
5,2,6344,120837,20615,0.1706
5,3,6344,315530,46151,0.1463
6,1,6344,539,110,0.204
6,2,6344,54317,9250,0.1703
6,3,6344,317364,48258,0.1521
7,1,6344,58,12,0.2111
7,2,6344,23253,3916,0.1684
7,3,6344,287246,45042,0.1568
8,1,6344,6,1,0.2259
8,2,6344,16622,2932,0.1764
8,3,6344,2813933,443087,0.1575
9,1,6344,0,0,NA
9,2,6344,1298,226,0.1741
9,3,6344,2651879,444602,0.1677
10,1,6344,0,0,NA
10,2,6344,178,28,0.1597
10,3,6344,1520055,257458,0.1694
11,1,6344,0,0,NA
11,2,6344,133,17,0.1288
11,3,6344,1016030,173052,0.1703
1,1,6359,536684,27414,0.0511
1,2,6359,128791,4672,0.0363
1,3,6359,11253,485,0.0431
2,1,6359,151487,4995,0.033
2,2,6359,168988,5486,0.0325
2,3,6359,34582,1301,0.0376
3,1,6359,54914,1215,0.0221
3,2,6359,148538,4165,0.028
3,3,6359,45925,1672,0.0364
4,1,6359,18140,411,0.0227
4,2,6359,134449,3942,0.0293
4,3,6359,104460,3603,0.0345
5,1,6359,5186,116,0.0223
5,2,6359,127209,3716,0.0292
5,3,6359,176815,6626,0.0375
6,1,6359,690,15,0.0224
6,2,6359,59538,1979,0.0332
6,3,6359,167841,6530,0.0389
7,1,6359,80,2,0.0235
7,2,6359,27142,1047,0.0386
7,3,6359,142410,5677,0.0399
8,1,6359,9,0,0.0231
8,2,6359,25605,1004,0.0392
8,3,6359,1397786,55929,0.04
9,1,6359,0,0,NA
9,2,6359,3375,445,0.1318
9,3,6359,1109886,45443,0.0409
10,1,6359,0,0,NA
10,2,6359,2606,740,0.2839
10,3,6359,587817,24235,0.0412
11,1,6359,0,0,NA
11,2,6359,4445,1204,0.2709
11,3,6359,365521,15032,0.0411
1,1,7005,511524,260860,0.51
1,2,7005,119201,57549,0.4828
1,3,7005,8461,6230,0.7363
2,1,7005,154384,129253,0.8372
2,2,7005,167741,101143,0.603
2,3,7005,29957,20424,0.6818
3,1,7005,56207,47222,0.8401
3,2,7005,153040,100790,0.6586
3,3,7005,45085,31230,0.6927
