agegroup,infection,par_id,cumul_mean_incid,sum_abs_diff,sum_rel_diff
8,1,33201,20,1,0.0349
8,2,33201,66904,1617,0.0242
8,3,33201,1835143,45643,0.0249
9,1,33201,3,1,0.3111
9,2,33201,23674,2821,0.1191
9,3,33201,1300437,32628,0.0251
10,1,33201,198,53,0.266
10,2,33201,39648,5684,0.1434
10,3,33201,506774,11255,0.0222
11,1,33201,2091,421,0.2015
11,2,33201,58138,6776,0.1165
11,3,33201,216581,3501,0.0162
1,1,33202,525243,18774,0.0357
1,2,33202,98629,2792,0.0283
1,3,33202,15673,337,0.0215
2,1,33202,149938,2465,0.0164
2,2,33202,127307,2531,0.0199
2,3,33202,40231,632,0.0157
3,1,33202,58355,385,0.0066
3,2,33202,122770,1494,0.0122
3,3,33202,54766,758,0.0138
4,1,33202,20788,137,0.0066
4,2,33202,114989,1312,0.0114
4,3,33202,93065,1147,0.0123
5,1,33202,6865,44,0.0065
5,2,33202,134468,1288,0.0096
5,3,33202,165459,2339,0.0141
6,1,33202,1033,7,0.0071
6,2,33202,74394,752,0.0101
6,3,33202,141379,2119,0.015
7,1,33202,152,1,0.0087
7,2,33202,39856,394,0.0099
7,3,33202,102835,1582,0.0154
8,1,33202,62,1,0.014
8,2,33202,83648,609,0.0073
8,3,33202,1025055,13663,0.0133
9,1,33202,36,8,0.2277
9,2,33202,53777,4726,0.0879
9,3,33202,638675,7129,0.0112
10,1,33202,821,148,0.1801
10,2,33202,64075,5783,0.0903
10,3,33202,231954,1813,0.0078
11,1,33202,4223,601,0.1423
11,2,33202,64252,4704,0.0732
11,3,33202,92077,1464,0.0159
1,1,33211,414569,6089,0.0147
1,2,33211,114641,1822,0.0159
1,3,33211,24391,393,0.0161
2,1,33211,128334,984,0.0077
2,2,33211,136246,1516,0.0111
2,3,33211,58393,655,0.0112
3,1,33211,52221,215,0.0041
3,2,33211,129656,858,0.0066
3,3,33211,91438,642,0.007
4,1,33211,18646,75,0.004
4,2,33211,114976,709,0.0062
4,3,33211,131305,928,0.0071
5,1,33211,6104,23,0.0038
5,2,33211,141626,663,0.0047
5,3,33211,344043,1661,0.0048
6,1,33211,887,3,0.0038
6,2,33211,83102,344,0.0041
6,3,33211,393995,1618,0.0041
7,1,33211,112,0,0.0036
7,2,33211,46789,170,0.0036
7,3,33211,399607,1395,0.0035
8,1,33211,15,0,0.008
8,2,33211,55644,186,0.0033
8,3,33211,4028159,12778,0.0032
9,1,33211,6,3,0.4349
9,2,33211,7861,232,0.0295
9,3,33211,4681965,13914,0.003
10,1,33211,604,168,0.2784
10,2,33211,14178,2885,0.2035
10,3,33211,1940298,7293,0.0038
11,1,33211,5951,1130,0.1899
11,2,33211,47546,6689,0.1407
11,3,33211,856537,8100,0.0095
1,1,33212,457783,15181,0.0332
1,2,33212,114778,3585,0.0312
1,3,33212,24667,735,0.0298
2,1,33212,132148,3389,0.0256
2,2,33212,135698,3652,0.0269
2,3,33212,58847,1447,0.0246
3,1,33212,52270,1009,0.0193
3,2,33212,128248,2745,0.0214
3,3,33212,90905,1849,0.0203
4,1,33212,18333,381,0.0208
4,2,33212,113962,2579,0.0226
4,3,33212,131065,3003,0.0229
5,1,33212,5893,127,0.0215
5,2,33212,140290,3070,0.0219
5,3,33212,337523,7065,0.0209
6,1,33212,850,19,0.0227
6,2,33212,82231,1761,0.0214
6,3,33212,376190,7452,0.0198
7,1,33212,106,2,0.0227
7,2,33212,45255,894,0.0197
7,3,33212,352337,6406,0.0182
8,1,33212,16,0,0.0245
8,2,33212,57168,1177,0.0206
8,3,33212,3472665,65134,0.0188
9,1,33212,24,9,0.3881
9,2,33212,11296,1133,0.1003
9,3,33212,3327434,62807,0.0189
10,1,33212,1257,324,0.2577
10,2,33212,29229,5340,0.1827
10,3,33212,1316029,22971,0.0175
11,1,33212,8493,1571,0.185
11,2,33212,64152,8439,0.1315
11,3,33212,551419,7642,0.0139
1,1,33213,492352,40110,0.0815
1,2,33213,114097,7551,0.0662
1,3,33213,24427,1564,0.064
2,1,33213,133325,13004,0.0975
2,2,33213,134719,10059,0.0747
2,3,33213,58232,3895,0.0669
3,1,33213,51180,4337,0.0847
3,2,33213,126418,9619,0.0761
3,3,33213,88502,6254,0.0707
4,1,33213,17695,1678,0.0948
4,2,33213,112747,9964,0.0884
4,3,33213,128996,11015,0.0854
5,1,33213,5621,572,0.1018
5,2,33213,138616,13451,0.097
5,3,33213,319758,27901,0.0873
6,1,33213,809,88,0.1088
6,2,33213,80129,7723,0.0964
6,3,33213,331112,28501,0.0861
7,1,33213,101,10,0.1029
7,2,33213,42672,4168,0.0977
7,3,33213,279332,26092,0.0934
8,1,33213,20,3,0.1659
8,2,33213,60819,6987,0.1149
8,3,33213,2739063,285359,0.1042
9,1,33213,103,42,0.4077
9,2,33213,22318,5017,0.2248
9,3,33213,2179568,241533,0.1108
10,1,33213,2575,791,0.3072
10,2,33213,51865,12233,0.2359
10,3,33213,817320,89049,0.109
11,1,33213,11798,2975,0.2521
11,2,33213,77315,15336,0.1984
11,3,33213,322440,32780,0.1017
1,1,33214,515617,22732,0.0441
1,2,33214,110576,4483,0.0405
1,3,33214,22604,814,0.036
2,1,33214,137158,3519,0.0257
2,2,33214,132558,4171,0.0315
2,3,33214,54501,1525,0.028
3,1,33214,52075,792,0.0152
3,2,33214,124671,2807,0.0225
3,3,33214,81151,1687,0.0208
4,1,33214,18077,298,0.0165
4,2,33214,112540,2572,0.0229
4,3,33214,121903,2815,0.0231
5,1,33214,5798,104,0.0179
5,2,33214,137026,2814,0.0205
5,3,33214,272115,5393,0.0198
6,1,33214,844,16,0.0188
6,2,33214,76508,1626,0.0213
6,3,33214,252656,5843,0.0231
7,1,33214,113,3,0.0254
7,2,33214,39789,1040,0.0261
7,3,33214,192693,5172,0.0268
8,1,33214,38,2,0.0425
8,2,33214,68684,1804,0.0263
8,3,33214,1889872,52162,0.0276
9,1,33214,405,104,0.2563
9,2,33214,46669,6127,0.1313
9,3,33214,1267671,33884,0.0267
10,1,33214,4850,898,0.1851
10,2,33214,74417,9012,0.1211
10,3,33214,444614,9178,0.0206
11,1,33214,15053,2190,0.1455
11,2,33214,79073,7426,0.0939
11,3,33214,163737,1971,0.012
1,1,33215,524465,19435,0.0371
1,2,33215,102530,3380,0.033
1,3,33215,18721,510,0.0272
2,1,33215,147759,2481,0.0168
2,2,33215,128029,2935,0.0229
2,3,33215,46354,894,0.0193
3,1,33215,57597,412,0.0072
3,2,33215,122411,1685,0.0138
3,3,33215,65539,930,0.0142
4,1,33215,20675,156,0.0075
4,2,33215,113184,1445,0.0128
4,3,33215,104186,1388,0.0133
5,1,33215,6866,52,0.0075
5,2,33215,132795,1380,0.0104
5,3,33215,194857,2834,0.0145
6,1,33215,1043,9,0.0082
6,2,33215,72087,792,0.011
6,3,33215,164042,2617,0.016
7,1,33215,172,2,0.009
7,2,33215,37536,410,0.0109
7,3,33215,115723,1934,0.0167
8,1,33215,106,2,0.0212
8,2,33215,82156,595,0.0072
8,3,33215,1123363,16427,0.0146
9,1,33215,1303,231,0.1773
9,2,33215,78545,6899,0.0878
9,3,33215,655573,6971,0.0106
10,1,33215,7938,1056,0.1331
10,2,33215,84784,6665,0.0786
10,3,33215,211707,2478,0.0117
11,1,33215,17237,1842,0.1068
11,2,33215,68372,4079,0.0597
11,3,33215,72335,1686,0.0233
1,1,33216,522014,14594,0.028
1,2,33216,92669,2137,0.0231
1,3,33216,14375,290,0.0202
2,1,33216,160442,2160,0.0135
2,2,33216,121684,1871,0.0154
2,3,33216,36117,538,0.0149
3,1,33216,65327,372,0.0057
3,2,33216,117151,1069,0.0091
3,3,33216,46873,646,0.0138
4,1,33216,24533,148,0.006
4,2,33216,110871,944,0.0085
4,3,33216,77468,940,0.0121
5,1,33216,8414,47,0.0056
5,2,33216,124569,829,0.0067
5,3,33216,124572,1783,0.0143
6,1,33216,1400,12,0.0088
6,2,33216,67570,386,0.0057
6,3,33216,97992,1451,0.0148
7,1,33216,304,6,0.0213
7,2,33216,35564,239,0.0067
7,3,33216,65582,971,0.0148
8,1,33216,291,12,0.0395
8,2,33216,96479,1352,0.014
8,3,33216,619786,6616,0.0107
9,1,33216,2861,371,0.1297
9,2,33216,98671,6010,0.0609
9,3,33216,327834,2285,0.007
10,1,33216,10533,1080,0.1025
10,2,33216,79502,4394,0.0553
10,3,33216,97096,1676,0.0173
11,1,33216,17509,1485,0.0848
11,2,33216,52775,2170,0.0411
11,3,33216,30917,907,0.0293
1,1,33227,515142,23015,0.0447
1,2,33227,108826,4998,0.0459
1,3,33227,23427,1058,0.0452
2,1,33227,142699,3785,0.0265
2,2,33227,130088,4527,0.0348
2,3,33227,55374,1858,0.0335
3,1,33227,55303,910,0.0165
3,2,33227,122532,2931,0.0239
3,3,33227,81670,1928,0.0236
4,1,33227,19750,367,0.0186
4,2,33227,111385,2672,0.024
4,3,33227,120738,3084,0.0255
5,1,33227,6480,124,0.0191
5,2,33227,134428,2834,0.0211
5,3,33227,266475,5594,0.021
6,1,33227,970,21,0.0213
6,2,33227,72753,1705,0.0234
6,3,33227,238591,5989,0.0251
7,1,33227,166,6,0.0349
7,2,33227,36752,1032,0.0281
7,3,33227,172670,5063,0.0293
8,1,33227,126,2,0.0192
8,2,33227,74767,1828,0.0244
8,3,33227,1657248,48828,0.0295
9,1,33227,15769,2501,0.1586
9,2,33227,119239,12786,0.1072
9,3,33227,952244,21902,0.023
10,1,33227,36618,4496,0.1228
10,2,33227,112552,9578,0.0851
10,3,33227,270314,3268,0.0121
11,1,33227,43459,4353,0.1002
11,2,33227,72164,4497,0.0623
11,3,33227,77888,1600,0.0205
1,1,33228,520562,19070,0.0366
1,2,33228,101852,3758,0.0369
1,3,33228,19990,681,0.0341
2,1,33228,152017,2584,0.017
2,2,33228,126095,3186,0.0253
2,3,33228,48316,1143,0.0237
3,1,33228,60401,488,0.0081
3,2,33228,120420,1792,0.0149
3,3,33228,69014,1112,0.0161
4,1,33228,22251,202,0.0091
4,2,33228,111316,1531,0.0138
4,3,33228,105721,1620,0.0153
5,1,33228,7418,63,0.0086
5,2,33228,128409,1436,0.0112
5,3,33228,199045,3231,0.0162
6,1,33228,1202,11,0.0088
6,2,33228,67876,786,0.0116
6,3,33228,161708,2931,0.0181
7,1,33228,264,4,0.0143
7,2,33228,34320,375,0.0109
7,3,33228,108618,2081,0.0192
8,1,33228,287,10,0.035
8,2,33228,85155,867,0.0102
8,3,33228,1017826,16788,0.0165
9,1,33228,20976,2462,0.1174
9,2,33228,126227,9044,0.0716
9,3,33228,508512,4069,0.008
10,1,33228,37070,3410,0.092
10,2,33228,93246,5261,0.0564
10,3,33228,132636,2959,0.0223
11,1,33228,37982,2841,0.0748
11,2,33228,51956,1983,0.0382
11,3,33228,35924,1383,0.0385
1,1,33229,517998,14596,0.0282
1,2,33229,93453,2458,0.0263
1,3,33229,16188,399,0.0246
2,1,33229,162800,2190,0.0135
2,2,33229,120720,2084,0.0173
2,3,33229,39883,681,0.0171
3,1,33229,67060,408,0.0061
3,2,33229,116028,1158,0.01
3,3,33229,53339,796,0.0149
4,1,33229,25633,180,0.007
4,2,33229,108580,1011,0.0093
4,3,33229,83571,1108,0.0133
5,1,33229,8703,55,0.0063
5,2,33229,119650,873,0.0073
5,3,33229,135352,2191,0.0162
6,1,33229,1597,24,0.0148
6,2,33229,62977,404,0.0064
6,3,33229,102299,1748,0.0171
7,1,33229,432,13,0.0297
7,2,33229,31963,207,0.0065
7,3,33229,65087,1126,0.0173
8,1,33229,611,27,0.0449
8,2,33229,93834,1411,0.015
8,3,33229,585999,7610,0.013
9,1,33229,24886,2323,0.0933
9,2,33229,117374,6095,0.0519
9,3,33229,264454,2776,0.0105
10,1,33229,35253,2644,0.075
10,2,33229,71408,2963,0.0415
10,3,33229,63613,1654,0.026
11,1,33229,31982,1972,0.0617
11,2,33229,35644,938,0.0263
11,3,33229,16267,690,0.0424
1,1,33359,503388,19557,0.0389
1,2,33359,63874,2165,0.0339
1,3,33359,2207,86,0.039
2,1,33359,181143,6800,0.0375
2,2,33359,107791,3204,0.0297
2,3,33359,8003,307,0.0383
3,1,33359,74509,2394,0.0321
3,2,33359,109751,3730,0.034
3,3,33359,11862,467,0.0394
4,1,33359,27465,954,0.0347
4,2,33359,126072,4437,0.0352
4,3,33359,31101,1275,0.041
5,1,33359,8910,317,0.0356
5,2,33359,152787,6877,0.045
5,3,33359,61781,2881,0.0466
6,1,33359,1323,50,0.0377
6,2,33359,94610,4903,0.0518
6,3,33359,65979,3256,0.0493
7,1,33359,170,7,0.0412
7,2,33359,57235,3083,0.053900000000000003
7,3,33359,60888,3096,0.0508
8,1,33359,23,1,0.0588
8,2,33359,101196,5233,0.0517
8,3,33359,732610,38081,0.052
9,1,33359,0,0,0.2727
9,2,33359,18316,1317,0.0719
9,3,33359,601346,31231,0.0519
10,1,33359,0,0,NA
10,2,33359,6882,1075,0.1562
10,3,33359,316763,16588,0.0524
11,1,33359,0,0,NA
11,2,33359,7477,1367,0.1829
11,3,33359,195852,10221,0.0522
1,1,33371,469492,29166,0.0621
1,2,33371,107545,5450,0.0507
1,3,33371,16159,871,0.053900000000000003
2,1,33371,133908,10211,0.0763
2,2,33371,137794,8621,0.0626
2,3,33371,45237,2781,0.0615
3,1,33371,50804,3560,0.0701
3,2,33371,133231,9059,0.068
3,3,33371,71563,4540,0.0634
4,1,33371,16896,1275,0.0755
4,2,33371,119853,8786,0.0733
4,3,33371,121138,8598,0.071
5,1,33371,4921,382,0.0777
5,2,33371,143008,11103,0.0776
5,3,33371,289245,19869,0.0687
6,1,33371,650,53,0.0811
6,2,33371,82929,6643,0.0801
6,3,33371,311761,21778,0.0699
7,1,33371,74,6,0.0842
7,2,33371,46689,3758,0.0805
7,3,33371,294314,21270,0.0723
8,1,33371,8,1,0.1001
8,2,33371,54307,4554,0.0838
8,3,33371,3043052,228109,0.075
9,1,33371,0,0,NA
9,2,33371,6698,544,0.0812
9,3,33371,3330581,260575,0.0782
10,1,33371,0,0,NA
10,2,33371,551,46,0.0827
10,3,33371,1754827,138834,0.0791
11,1,33371,0,0,NA
11,2,33371,161,15,0.0937
11,3,33371,1060794,84456,0.0796
1,1,33372,510520,32937,0.0645
1,2,33372,97717,5006,0.0512
1,3,33372,10815,712,0.0659
2,1,33372,148341,11584,0.0781
2,2,33372,132557,8333,0.0629
2,3,33372,32305,2046,0.0633
3,1,33372,56424,3952,0.07
3,2,33372,130676,8899,0.0681
3,3,33372,47052,3510,0.0746
4,1,33372,19022,1450,0.0763
4,2,33372,122427,9249,0.0756
4,3,33372,95083,6513,0.0685
5,1,33372,5634,442,0.0784
5,2,33372,146180,11435,0.0782
5,3,33372,194623,16664,0.0856
6,1,33372,762,63,0.0829
6,2,33372,84726,6785,0.0801
6,3,33372,199154,18769,0.0942
7,1,33372,89,8,0.0878
7,2,33372,47385,4028,0.085
7,3,33372,177914,17813,0.1001
8,1,33372,10,1,0.0991
8,2,33372,61059,6069,0.0994
8,3,33372,1896475,195003,0.1028
9,1,33372,0,0,NA
9,2,33372,7982,896,0.1122
9,3,33372,1686473,180996,0.1073
10,1,33372,0,0,NA
10,2,33372,1015,167,0.1649
10,3,33372,863152,93930,0.1088
11,1,33372,0,0,NA
11,2,33372,885,278,0.3143
11,3,33372,511825,56060,0.1095
1,1,33384,422118,7173,0.017
1,2,33384,115275,1233,0.0107
1,3,33384,20422,149,0.0073
2,1,33384,121080,1253,0.0103
2,2,33384,140934,1306,0.0093
2,3,33384,53094,359,0.0068
3,1,33384,46573,269,0.0058
3,2,33384,133774,953,0.0071
3,3,33384,86085,511,0.0059
4,1,33384,15623,89,0.0057
4,2,33384,117657,878,0.0075
4,3,33384,130277,846,0.0065
5,1,33384,4642,24,0.0053
5,2,33384,140514,913,0.0065
5,3,33384,337759,1936,0.0057
6,1,33384,621,3,0.0053
6,2,33384,81311,503,0.0062
6,3,33384,381985,2057,0.0054
7,1,33384,72,0,0.0061
7,2,33384,45926,274,0.006
7,3,33384,380873,1927,0.0051
8,1,33384,8,0,0.01
8,2,33384,52710,312,0.0059
8,3,33384,3886077,19434,0.005
9,1,33384,0,0,NA
9,2,33384,6449,32,0.005
9,3,33384,5070688,23634,0.0047
10,1,33384,0,0,NA
10,2,33384,481,2,0.0048
10,3,33384,2612189,12173,0.0047
11,1,33384,0,0,NA
11,2,33384,146,1,0.0068
11,3,33384,1525496,7117,0.0047
1,1,33385,481282,20067,0.0417
1,2,33385,111450,3483,0.0312
1,3,33385,18443,555,0.0301
2,1,33385,131839,5323,0.0404
2,2,33385,138742,4862,0.035
2,3,33385,49213,1660,0.0337
3,1,33385,49644,1677,0.0338
3,2,33385,132437,4757,0.0359
3,3,33385,77446,2689,0.0347
4,1,33385,16441,603,0.0367
4,2,33385,118228,4603,0.0389
4,3,33385,124624,4833,0.0388
5,1,33385,4811,183,0.038
5,2,33385,141405,5802,0.041
5,3,33385,299752,11216,0.0374
6,1,33385,640,26,0.0406
6,2,33385,82137,3488,0.0425
6,3,33385,318760,12125,0.038
7,1,33385,74,3,0.0431
7,2,33385,46215,1971,0.0427
7,3,33385,294122,11708,0.0398
8,1,33385,8,0,0.053900000000000003
8,2,33385,54466,2462,0.0452
8,3,33385,3008261,125556,0.0417
9,1,33385,0,0,NA
9,2,33385,6778,309,0.0455
9,3,33385,3109303,135831,0.0437
10,1,33385,0,0,NA
10,2,33385,610,31,0.0508
10,3,33385,1546374,68366,0.0442
11,1,33385,0,0,NA
11,2,33385,267,48,0.18
11,3,33385,879780,39152,0.0445
1,1,33386,520213,22653,0.0435
1,2,33386,103102,3278,0.0318
1,3,33386,13846,423,0.0305
2,1,33386,144390,5706,0.0395
2,2,33386,134274,4585,0.0341
2,3,33386,38698,1196,0.0309
3,1,33386,54465,1700,0.0312
3,2,33386,130340,4464,0.0342
3,3,33386,55903,1982,0.0354
4,1,33386,18261,622,0.0341
4,2,33386,120155,4524,0.0376
4,3,33386,104014,3624,0.0348
5,1,33386,5437,193,0.0355
5,2,33386,143962,5596,0.0389
5,3,33386,212558,9078,0.0427
6,1,33386,742,29,0.0385
6,2,33386,83226,3341,0.0401
6,3,33386,211144,10186,0.0482
7,1,33386,88,4,0.042
7,2,33386,46200,2038,0.0441
7,3,33386,182075,9457,0.0519
8,1,33386,10,1,0.0488
8,2,33386,61201,3257,0.0532
8,3,33386,1906711,102063,0.0535
9,1,33386,0,0,NA
9,2,33386,8280,513,0.062
9,3,33386,1608555,89445,0.0556
10,1,33386,0,0,NA
10,2,33386,1725,309,0.1794
10,3,33386,775355,43668,0.0563
11,1,33386,0,0,NA
11,2,33386,3104,791,0.2549
11,3,33386,431885,24369,0.0564
1,1,33387,530696,15103,0.0285
1,2,33387,87693,1528,0.0174
1,3,33387,7268,139,0.0192
2,1,33387,162909,3126,0.0192
2,2,33387,124457,1909,0.0153
2,3,33387,21458,383,0.0178
3,1,33387,64199,791,0.0123
3,2,33387,122395,1647,0.0135
3,3,33387,28713,539,0.0188
4,1,33387,22652,295,0.013
4,2,33387,122194,1790,0.0146
4,3,33387,61493,1108,0.018
5,1,33387,7193,96,0.0134
5,2,33387,144044,2390,0.0166
5,3,33387,110000,2275,0.0207
6,1,33387,1050,15,0.0144
6,2,33387,84045,1753,0.0209
6,3,33387,104782,2273,0.0217
7,1,33387,134,2,0.0166
7,2,33387,47985,1102,0.023
7,3,33387,86780,1933,0.0223
8,1,33387,19,0,0.0238
8,2,33387,83389,1706,0.0205
8,3,33387,945505,20935,0.0221
9,1,33387,0,0,0.2069
9,2,33387,17346,1060,0.0611
9,3,33387,702823,15421,0.0219
10,1,33387,0,0,NA
10,2,33387,12262,1735,0.1415
10,3,33387,328106,7035,0.0214
11,1,33387,0,0,NA
11,2,33387,17848,2445,0.137
11,3,33387,177942,3573,0.0201
1,1,33398,449258,9236,0.0206
1,2,33398,117472,1642,0.014
1,3,33398,21978,224,0.0102
2,1,33398,123276,1558,0.0126
2,2,33398,140923,1688,0.012
2,3,33398,55450,520,0.0094
3,1,33398,46968,349,0.0074
3,2,33398,132608,1242,0.0094
3,3,33398,88123,739,0.0084
4,1,33398,15698,118,0.0075
4,2,33398,116457,1137,0.0098
4,3,33398,131639,1201,0.0091
5,1,33398,4675,34,0.0072
5,2,33398,139501,1245,0.0089
5,3,33398,337014,2806,0.0083
6,1,33398,630,5,0.0079
6,2,33398,80993,710,0.0088
6,3,33398,375504,2975,0.0079
7,1,33398,74,1,0.0088
7,2,33398,45805,395,0.0086
7,3,33398,363642,2753,0.0076
8,1,33398,8,0,0.0083
8,2,33398,53192,466,0.0088
8,3,33398,3671730,28253,0.0077
9,1,33398,0,0,NA
9,2,33398,6551,51,0.0078
9,3,33398,4280115,31932,0.0075
10,1,33398,0,0,NA
10,2,33398,553,6,0.0101
10,3,33398,2065299,15472,0.0075
11,1,33398,0,0,NA
11,2,33398,256,39,0.1512
11,3,33398,1126828,8458,0.0075
1,1,33399,500976,18626,0.0372
1,2,33399,113787,3052,0.0268
1,3,33399,20018,477,0.0238
2,1,33399,132226,4084,0.0309
2,2,33399,138807,3853,0.0278
2,3,33399,51578,1340,0.026
3,1,33399,49440,1142,0.0231
3,2,33399,131223,3563,0.0272
3,3,33399,79775,2125,0.0266
4,1,33399,16377,416,0.0254
4,2,33399,116886,3455,0.0296
4,3,33399,125554,3753,0.0299
5,1,33399,4838,130,0.0269
5,2,33399,140334,4403,0.0314
5,3,33399,296617,8617,0.0291
6,1,33399,654,19,0.0298
6,2,33399,81627,2656,0.0325
6,3,33399,306872,9368,0.0305
7,1,33399,77,3,0.0327
7,2,33399,45602,1491,0.0327
7,3,33399,272172,9056,0.0333
8,1,33399,9,0,0.0375
8,2,33399,55670,2052,0.0369
8,3,33399,2760822,97516,0.0353
9,1,33399,0,0,NA
9,2,33399,7128,282,0.0396
9,3,33399,2574038,96074,0.0373
10,1,33399,0,0,NA
10,2,33399,994,125,0.1252
10,3,33399,1198143,45305,0.0378
11,1,33399,0,0,NA
11,2,33399,2042,533,0.2611
11,3,33399,637229,24154,0.0379
1,1,33400,532821,18786,0.0353
1,2,33400,105528,2533,0.024
1,3,33400,15571,300,0.0193
2,1,33400,144109,3546,0.0246
2,2,33400,134300,2994,0.0223
2,3,33400,41604,762,0.0183
3,1,33400,54317,866,0.016
3,2,33400,129065,2549,0.0197
3,3,33400,59033,1198,0.0203
4,1,33400,18330,317,0.0173
4,2,33400,118628,2540,0.0214
4,3,33400,105208,2122,0.0202
5,1,33400,5561,104,0.0186
5,2,33400,142333,3066,0.0215
5,3,33400,208797,5319,0.0255
6,1,33400,778,16,0.0211
6,2,33400,81728,1899,0.0232
6,3,33400,199391,5796,0.0291
7,1,33400,95,2,0.0228
7,2,33400,44897,1269,0.0283
7,3,33400,164099,5123,0.0312
8,1,33400,12,0,0.0281
8,2,33400,64597,2144,0.0332
8,3,33400,1697765,54465,0.0321
9,1,33400,0,0,NA
9,2,33400,10209,604,0.0592
9,3,33400,1313850,43083,0.0328
10,1,33400,0,0,NA
10,2,33400,6299,1193,0.1894
10,3,33400,591484,19408,0.0328
11,1,33400,0,0,NA
11,2,33400,13318,2420,0.1817
11,3,33400,306233,9714,0.0317
1,1,33401,539537,13297,0.0246
1,2,33401,91925,1331,0.0145
1,3,33401,9226,130,0.0141
2,1,33401,160357,2456,0.0153
2,2,33401,125597,1475,0.0117
2,3,33401,25455,322,0.0127
3,1,33401,62996,497,0.0079
3,2,33401,121754,1132,0.0093
3,3,33401,32876,436,0.0133
4,1,33401,22316,184,0.0082
4,2,33401,119285,1172,0.0098
4,3,33401,65654,816,0.0124
5,1,33401,7205,60,0.0084
5,2,33401,139579,1505,0.0108
5,3,33401,112288,1601,0.0143
6,1,33401,1076,10,0.009
6,2,33401,80481,1054,0.0131
6,3,33401,101688,1509,0.0148
7,1,33401,143,2,0.0123
7,2,33401,45403,590,0.013
7,3,33401,79881,1206,0.0151
8,1,33401,27,1,0.0211
8,2,33401,87286,791,0.0091
8,3,33401,847365,11769,0.0139
9,1,33401,1,0,0
9,2,33401,26293,1866,0.071
9,3,33401,587761,7776,0.0132
10,1,33401,0,0,NA
10,2,33401,26334,2996,0.1138
10,3,33401,253980,2924,0.0115
11,1,33401,1,0,0.3316
11,2,33401,34237,3477,0.1015
11,3,33401,126047,1069,0.0085
1,1,33411,428906,5743,0.0134
1,2,33411,120663,1172,0.0097
1,3,33411,24156,158,0.0065
2,1,33411,118849,720,0.0061
2,2,33411,141690,959,0.0068
2,3,33411,58940,274,0.0046
3,1,33411,45818,98,0.0021
3,2,33411,132263,489,0.0037
3,3,33411,92760,260,0.0028
4,1,33411,15506,27,0.0017
4,2,33411,115306,391,0.0034
4,3,33411,134840,391,0.0029
5,1,33411,4712,5,0.0011
5,2,33411,138557,286,0.0021
5,3,33411,348003,603,0.0017
6,1,33411,646,1,0.0011
6,2,33411,80508,126,0.0016
6,3,33411,394657,539,0.0014
7,1,33411,77,0,8e-4
7,2,33411,45612,58,0.0013
7,3,33411,395227,456,0.0012
8,1,33411,9,0,0.0011
8,2,33411,52956,62,0.0012
8,3,33411,3993086,4356,0.0011
9,1,33411,0,0,NA
9,2,33411,6517,6,0.001
9,3,33411,4952069,4926,0.001
10,1,33411,0,0,NA
10,2,33411,572,8,0.0131
10,3,33411,2303401,2266,0.001
11,1,33411,0,0,NA
11,2,33411,610,146,0.2392
11,3,33411,1198549,1158,0.001
1,1,33412,483037,12637,0.0262
1,2,33412,118730,2296,0.0193
1,3,33412,23238,359,0.0154
2,1,33412,126895,2153,0.017
2,2,33412,140340,2373,0.0169
2,3,33412,57155,824,0.0144
3,1,33412,47863,522,0.0109
3,2,33412,131081,1842,0.0141
3,3,33412,88861,1209,0.0136
4,1,33412,15989,183,0.0114
4,2,33412,115284,1718,0.0149
4,3,33412,131835,1967,0.0149
5,1,33412,4794,58,0.0121
5,2,33412,138730,2060,0.0148
5,3,33412,330186,4723,0.0143
6,1,33412,656,9,0.0136
6,2,33412,80845,1233,0.0152
6,3,33412,356404,4976,0.014
7,1,33412,78,1,0.0147
7,2,33412,45429,688,0.0151
7,3,33412,326980,4599,0.0141
8,1,33412,9,0,0.0192
8,2,33412,54450,893,0.0164
8,3,33412,3266564,48871,0.015
9,1,33412,0,0,NA
9,2,33412,6913,114,0.0166
9,3,33412,3248101,49748,0.0153
10,1,33412,0,0,NA
10,2,33412,1123,152,0.1353
10,3,33412,1452701,22433,0.0154
11,1,33412,0,0,NA
11,2,33412,3723,872,0.2343
11,3,33412,734334,11170,0.0152
1,1,33413,523681,17950,0.0343
1,2,33413,114403,2838,0.0248
1,3,33413,20885,430,0.0206
2,1,33413,134826,3290,0.0244
2,2,33413,137895,3178,0.023
2,3,33413,52406,1065,0.0203
3,1,33413,50293,803,0.016
3,2,33413,129565,2719,0.021
3,3,33413,78948,1591,0.0202
4,1,33413,16809,296,0.0176
4,2,33413,115803,2644,0.0228
4,3,33413,123688,2818,0.0228
5,1,33413,5067,100,0.0197
5,2,33413,139771,3353,0.024
5,3,33413,278688,6344,0.0228
6,1,33413,705,16,0.0228
6,2,33413,80895,2003,0.0248
6,3,33413,274607,7150,0.026
7,1,33413,86,2,0.026
7,2,33413,44278,1182,0.0267
7,3,33413,229197,6829,0.0298
8,1,33413,11,0,0.0311
8,2,33413,59160,1951,0.033
8,3,33413,2309329,72823,0.0315
9,1,33413,0,0,NA
9,2,33413,8741,486,0.0556
9,3,33413,1872898,61923,0.0331
10,1,33413,0,0,NA
10,2,33413,6092,1261,0.207
10,3,33413,807822,26753,0.0331
11,1,33413,2,1,0.4222
11,2,33413,16308,3066,0.188
11,3,33413,395817,12537,0.0317
1,1,33414,544586,15932,0.0293
1,2,33414,105427,2060,0.0195
